,id,title,family_id,brand,origin,season,color,hexadecimal,top_type,adventurous,weather,print,style,fit,application,Nivel
3799,2cddb443-feb8-4470-8521-dcd353f90d65,Objmiriam Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND101,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,2,cold,two_tone,boho,straight,freetime,2
3801,5829b31a-7709-4c97-b562-39dfbc40ffa6,Tabarak Jacket desires ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND150,MAINSTREAM,9,camel,C19A6B,,2,cold_season,smooth,boho,tight,freetime,3
3806,58676de4-1c3f-4c9d-9164-438ffd0e269c,Blanc Top plain ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND91,WHOLE_SALE,9,white,FFFFFF,tops,3,warm_season,smooth,minimal,straight,work,2
3808,956572ed-7e72-4132-93a1-1f7621f54b67,Kate Pant mazarine ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND89,MAINSTREAM,9,grey_dark,5F5E5E,,3,warm_season,smooth,street,straight,freetime,1
3814,2d89693c-8592-43f8-be6a-602950176ff6,Soft Trench suede ,07bee010-39f3-4200-9250-c1524842e6a6,BRAND116,WHOLE_SALE,9,khaki,666633,,2,cold_season,smooth,classic,tight,work,3
3816,d8969222-50ea-494f-b8a0-de28641059d5,Laura Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND64,MAINSTREAM,9,black,000000,cardigan,2,cold_season,smooth,classic,straight,freetime,2
3819,efe5062f-4f39-4b10-820a-79937237ce58,Objgracie Skirt denim ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND101,NO_MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,tight,freetime,1
3825,cdef0671-b665-43ca-8d31-7ca94c1d0699,Vmpernillenew Parka brusch ,35405a7d-7018-440b-9d16-76206ac3e224,BRAND102,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,casual,straight,work,3
3826,19e8164a-21b8-40f3-bcd1-65bb9781c457,Rebound Jeans skinny ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND110,NO_MAINSTREAM,9,coral,E65A5B,,2,warm_season,smooth,street,tight,work,1
3827,cdef0671-b665-43ca-8d31-7ca94c1d0699,Vmpernillenew Parka brusch ,35405a7d-7018-440b-9d16-76206ac3e224,BRAND102,MAINSTREAM,9,black,000000,,2,cold_season,smooth,casual,straight,work,3
3829,cdef0671-b665-43ca-8d31-7ca94c1d0699,Vmpernillenew Parka brusch ,35405a7d-7018-440b-9d16-76206ac3e224,BRAND102,MAINSTREAM,9,brick,8e1d03,,2,cold_season,smooth,casual,straight,work,3
3831,f72e00c2-1e3c-476b-8d35-94e88dd50672,Lily Jeans rise,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND134,MAINSTREAM,9,blue,000081,,2,cold_season,smooth,street,tight,freetime,1
3832,cb534e10-2459-4296-a208-cb898ca85cac,Sclilly Pant solid ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND66,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,boho,tight,freetime,1
3834,158747b9-2609-4eb7-ae2d-e70110f09fab,Tequila Top grace ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND12,NO_MAINSTREAM,9,garnet,800000,tops,3,warm,smooth,boho,straight,work,2
3835,ece64a75-ad94-46ee-a3e1-848a8df43828,Icmarrakech Dress miniprint ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND89,MAINSTREAM,9,blue_dark,00008b,,2,warm,floral,boho,straight,freetime,1
3836,1dd94771-0baa-419e-b93e-63ffd0fee8fb,York Bag cotton ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,coral,E65A5B,,2,warm,smooth,boho,,work,3
3837,993ede32-8b44-4226-9035-1dc0f2ef6571,Lindis Scarf closet ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND167,OWN_PRODUCTION,9,mint,c4ddce,,2,warm_season,horizontal_stripes,classic,,work,3
3838,49fc9efe-3d03-478e-9a1f-5414ed5ea69d,Millie Jumpsuit linen,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND127,NO_MAINSTREAM,9,black,000000,,2,warm,smooth,street,straight,work,1
3841,8a623676-7125-4244-be64-925b8858f2a9,Besna Pant loose ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND90,MAINSTREAM,9,blue_dark,00008b,,3,warm,smooth,boho,loose,work,1
3842,366d3eef-9767-4d3f-9d2e-383752e0f5bb,Byrexima Tshirt vneck ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND76,MAINSTREAM,9,black,000000,t-shirts,1,warm,smooth,casual,straight,freetime,2
3843,e613a0b9-7163-43a3-8606-54c753b8a445,Rose Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND8,NO_MAINSTREAM,9,strawberry,d0455f,cardigan,2,warm_season,smooth,classic,tight,work,2
3847,cb377b55-0706-4ea5-800e-b11d6081cf2d,Ihkate Jacket check ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND89,MAINSTREAM,9,blue_dark,00008b,,2,warm_season,floral,classic,tight,work,3
3849,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND84,WHOLE_SALE,9,salmon,F29985,,1,cold_season,smooth,classic,tight,work,1
3850,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND84,WHOLE_SALE,9,black,000000,,1,cold_season,smooth,classic,tight,work,1
3852,0a998100-6537-4191-a9a6-771623ca4db0,Junco Shirt nude ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,shirt,2,warm_season,printed,boho,tight,work,2
3853,64334c2b-503b-463a-a82d-aca96e9e231d,Lurex Scarf gold ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND143,OWN_PRODUCTION,9,taupe,9A8176,,2,warm_season,smooth,boho,,freetime,3
3855,053c3bba-1af1-48d1-b224-d387d0d19985,Callie Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,blue_dark,00008b,,3,cold,smooth,boho,,freetime,3
3856,75576053-819c-4d6d-97f1-67167e9943bb,Scdaniela Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND66,MAINSTREAM,9,white,FFFFFF,,2,warm_season,smooth,classic,tight,work,3
3857,c7fc5ad0-6e1e-4d43-b7a2-16262463737d,Onltahoe Parka noos,35405a7d-7018-440b-9d16-76206ac3e224,BRAND119,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,classic,tight,freetime,3
3863,96aa0f3b-8827-4939-8ae1-7b17cf0099ba,Naomi Skirt midi ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND8,NO_MAINSTREAM,9,red,B11730,,3,warm_season,floral,boho,straight,work,1
3864,35931275-bb91-41f7-8fe8-727909a9d8e2,Hannah Tshirt knit ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND8,NO_MAINSTREAM,9,black,000000,t-shirts,1,warm,smooth,casual,tight,freetime,2
3865,35931275-bb91-41f7-8fe8-727909a9d8e2,Hannah Tshirt knit ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND8,NO_MAINSTREAM,9,blue,000081,t-shirts,1,warm,smooth,casual,tight,freetime,2
3866,31c2170f-de03-4084-b0f9-10e5ba707185,Mix Sweater knit ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND162,NO_MAINSTREAM,9,blue_dark,00008b,tops,2,warm,floral,street,loose,work,2
3868,cb534e10-2459-4296-a208-cb898ca85cac,Sclilly Pant solid ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND66,MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,tight,freetime,1
3869,b15bdc26-38b3-47e3-a9c9-8708f913484a,Sccembre Shirt blouse ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND66,MAINSTREAM,9,black,000000,blouse,1,warm_season,smooth,classic,straight,work,2
3870,f0ddf9d5-0e96-42a6-b9d3-5b6c9d59007d,Bsmia Tshirt angels ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND57,MAINSTREAM,9,yellow,FFFF00,t-shirts,2,warm,smooth,casual,straight,freetime,2
3871,914a3c1c-78ae-4e3d-a456-a714d95d4999,Amadine Jumpsuit soft ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND117,NO_MAINSTREAM,9,green,008000,,3,warm,sheets,boho,straight,freetime,1
3872,c7fc5ad0-6e1e-4d43-b7a2-16262463737d,Onltahoe Parka noos,35405a7d-7018-440b-9d16-76206ac3e224,BRAND119,MAINSTREAM,9,khaki,666633,,2,cold_season,smooth,classic,tight,freetime,3
3873,cdf7aa8a-eacf-449c-bcc8-966f2fbe2b68,Scemy Jacket twill ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND66,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,boho,straight,freetime,3
3875,0e2dcbd6-d0aa-473c-ab28-afd4fd25e241,Flowers Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,beige,DFC8B2,tops,2,warm,floral,boho,straight,work,2
3879,c277d548-e301-43c6-961c-ef2f02eb4109,Roui Short jcz ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND60,WHOLE_SALE,9,rust,B94600,,3,warm,smooth,boho,straight,freetime,1
3880,e9795407-e7b5-4a66-972f-8a7afd4052d6,Odei Pant short,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND15,WHOLE_SALE,9,rust,B94600,,2,warm,smooth,boho,straight,freetime,1
3881,8dcf18c2-d259-4819-afb8-d17aa05aad55,Ludlow Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,green_light,BBE2AD,,2,warm_season,checked,casual,,work,3
3882,1cb60a6b-ddf3-4012-bea4-368176abadd6,Mejh Top lace,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND31,OWN_PRODUCTION,9,coral,E65A5B,tops,3,warm,smooth,classic,straight,night,2
3883,c6b612e7-0a5d-4844-ac5d-fb1ec881f92b,Jone Cardigan soft ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND131,MAINSTREAM,9,black,000000,cardigan,1,cold_season,smooth,boho,loose,freetime,2
3884,e3dbbe67-0c77-4efc-8924-0319ea1a893b,Vmerika Shirt stripes ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND102,MAINSTREAM,9,grey_dark,5F5E5E,shirt,2,warm_season,vertical_stripes,classic,straight,work,2
3886,1cec20a7-4c80-4dfb-9a80-1c8ea946f8b7,Mira Cardigan short,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND167,OWN_PRODUCTION,9,khaki,666633,cardigan,2,warm_season,smooth,casual,tight,work,2
3887,07e2cedc-f2ab-468a-b2a6-50c4bbd3b8d4,Roches Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,taupe,9A8176,,2,warm_season,horizontal_stripes,boho,,work,3
3888,65df2ac6-a441-4cec-9dd0-b4f69c0eed65,Berloir Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,yellow,FFFF00,,2,warm_season,vertical_stripes,casual,,work,3
3889,65df2ac6-a441-4cec-9dd0-b4f69c0eed65,Berloir Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,taupe,9A8176,,2,warm_season,vertical_stripes,casual,,work,3
3890,65df2ac6-a441-4cec-9dd0-b4f69c0eed65,Berloir Scarf cahier ,b263ba41-adab-4a83-a3e0-2766522f5aec,BRAND157,OWN_PRODUCTION,9,blue_dark,00008b,,2,warm_season,vertical_stripes,casual,,work,3
3891,76da2ac2-713a-44cb-aaac-b5de39acfebe,Midi Skirt ycoo,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND25,WHOLE_SALE,9,blue_dark,00008b,,3,warm_season,floral,boho,loose,freetime,1
3892,45edbc97-dd2e-46bd-a62e-1c26f52e757c,Piping Tshirt vneck ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND176,PREMIUM,9,rust,B94600,t-shirts,2,warm,smooth,classic,straight,freetime,2
3897,c6b612e7-0a5d-4844-ac5d-fb1ec881f92b,Jone Cardigan soft ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND131,MAINSTREAM,9,green_light,BBE2AD,cardigan,1,cold_season,smooth,boho,loose,freetime,2
3898,be8494f7-ad46-4ff5-97dc-a37d29a0e5a6,Striped Tshirt tom ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND151,NO_MAINSTREAM,9,blue_dark,00008b,t-shirts,2,cold_season,horizontal_stripes,classic,tight,work,2
3899,be8494f7-ad46-4ff5-97dc-a37d29a0e5a6,Striped Tshirt tom ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND151,NO_MAINSTREAM,9,yellow,FFFF00,t-shirts,2,cold_season,horizontal_stripes,classic,tight,work,2
3902,9995b214-ada5-42d2-9f42-4dff7d0c8741,Secret Jeans skinny ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND38,NO_MAINSTREAM,9,black,000000,,2,cold_season,smooth,casual,tight,work,1
3907,5e1ea39c-17b4-4b9b-bbba-8baf73529d8b,Agave Tshirt mila ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND12,NO_MAINSTREAM,9,ecru,ECE9D6,t-shirts,2,warm,smooth,boho,straight,work,2
3910,260edf08-e8fe-4f35-b78a-efe2f470f68a,Iris Pant holly ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND130,MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,classic,tight,work,1
3912,269f91d6-6551-484a-a62f-45172980003b,Nanni Pant ankle,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND131,MAINSTREAM,9,black,000000,,3,warm_season,smooth,street,straight,freetime,1
3913,4a3432a2-1e8f-474c-9bb6-00e7a8d44974,Vmsailor Tshirt slate,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,blue_dark,00008b,sweaters,2,cold_season,horizontal_stripes,casual,straight,freetime,2
3931,c3ea94c5-9c1b-4c81-8919-4e39b2cb934d,Pencel Jacket jcz ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND60,WHOLE_SALE,9,khaki,666633,,2,warm_season,miniprint,classic,straight,work,3
3933,daa8133a-d02b-42dc-8879-d72ac3544b27,Johnson Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND125,OWN_PRODUCTION,9,blue,000081,cardigan,2,cold_season,smooth,boho,loose,work,2
3937,b186805b-6d35-494f-a47b-a0f9dd416f5a,Objzoe Tshirt vneck ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND101,NO_MAINSTREAM,9,ecru,ECE9D6,tops,2,warm_season,smooth,classic,straight,work,2
3946,2269c883-8356-49a9-ba26-372589b70b28,Vimero Top detail ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,blue_light,87CEFA,blouse,2,cold_season,smooth,boho,loose,work,2
3949,2f4483fb-061b-4d26-97ed-9294ca983d3f,Onlluna Dress stripe ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND119,MAINSTREAM,9,blue_dark,00008b,,3,warm,vertical_stripes,boho,straight,work,1
3951,8a39be8b-1a0f-4814-bec4-46aa13268bbf,Bykeira Jeans jegging,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND76,MAINSTREAM,9,green,008000,,2,cold_season,smooth,casual,tight,freetime,1
3956,e70c252a-04ad-4183-8c7e-a7e139622746,Viril Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,gray_light,D3D3D3,,1,cold_season,smooth,classic,straight,work,1
3957,e70c252a-04ad-4183-8c7e-a7e139622746,Viril Dress noos ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND55,MAINSTREAM,9,blue_dark,00008b,,1,cold_season,smooth,classic,straight,work,1
3958,8a39be8b-1a0f-4814-bec4-46aa13268bbf,Bykeira Jeans jegging,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND76,MAINSTREAM,9,black,000000,,2,cold_season,smooth,casual,tight,freetime,1
3962,3632d6b6-8efe-46b4-b97c-46d4b52bb55b,Lykke Pant sharp ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND64,MAINSTREAM,9,black,000000,,2,cold_season,smooth,minimal,straight,special_occasion,1
3966,ed7885c3-d466-46d4-85fe-94b66a5d55af,Crinkled Shirt collar ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND83,MAINSTREAM,9,white,FFFFFF,shirt,3,warm_season,smooth,boho,straight,work,2
3967,1ea098fa-a104-4f12-b09a-5a26dfb35010,Onlsoho Cardigan noos ,74ba5e25-afd5-490b-a3a8-2175020c4487,BRAND119,MAINSTREAM,9,gray_light,D3D3D3,,2,cold_season,smooth,classic,straight,work,2
3969,1ea098fa-a104-4f12-b09a-5a26dfb35010,Onlsoho Cardigan noos ,74ba5e25-afd5-490b-a3a8-2175020c4487,BRAND119,MAINSTREAM,9,green_light,BBE2AD,,2,cold_season,smooth,classic,straight,work,2
3970,cbb08963-4bde-4433-8c29-df2e7851bc09,Onlmaye Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,beige,DFC8B2,sweaters,2,cold_season,smooth,casual,loose,freetime,2
3974,ffb4e44e-766b-405f-b3f8-a32ccc9d158f,Byfabianne Shirt stripes,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND76,MAINSTREAM,9,yellow,FFFF00,shirt,2,warm_season,vertical_stripes,minimal,straight,work,2
3975,b092f652-bde5-4299-b1ca-d282e2dff6d8,Yula Top akoz ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND73,WHOLE_SALE,9,blue_dark,00008b,tops,2,warm_season,smooth,classic,straight,night,2
3976,b092f652-bde5-4299-b1ca-d282e2dff6d8,Yula Top akoz ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND73,WHOLE_SALE,9,black,000000,tops,2,warm_season,smooth,classic,straight,night,2
3977,269c8f6f-595a-4125-be41-1075463c2dcf,Vmkatelin Skirt wrap ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND102,MAINSTREAM,9,beige,DFC8B2,,3,warm,smooth,street,straight,work,1
3979,7e0dc1af-4e46-46da-bbd4-425060be1cc8,Linette Skirt check ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND2,NO_MAINSTREAM,9,beige,DFC8B2,,2,cold_season,prince_of_wales,classic,tight,working_girl,1
3980,32a19755-5cc9-4c3a-a907-09ef1b4e6ab8,Scnessie Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND66,MAINSTREAM,9,gray_light,D3D3D3,cardigan,1,cold_season,smooth,street,straight,freetime,2
3981,c7a078b8-04b6-4227-b92f-ad6754e3a039,Onltaho Jacket ny ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND119,MAINSTREAM,9,khaki,666633,,2,cold,smooth,street,tight,freetime,3
3983,9c798fbf-f950-44a1-878f-2f5500bb75a7,Glasgow Tshirt grette ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND32,OWN_PRODUCTION,9,black,000000,t-shirts,2,warm,smooth,street,tight,freetime,2
3984,2a9f9e85-98c0-4906-92bc-2030d6b1d0e6,Pool Shirt grette ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND32,OWN_PRODUCTION,9,blue_dark,00008b,blouse,3,warm_season,polka_dot,boho,straight,freetime,2
3985,9c798fbf-f950-44a1-878f-2f5500bb75a7,Glasgow Tshirt grette ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND32,OWN_PRODUCTION,9,grey_dark,5F5E5E,t-shirts,2,warm,smooth,street,tight,freetime,2
3986,ffb4e44e-766b-405f-b3f8-a32ccc9d158f,Byfabianne Shirt stripes,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND76,MAINSTREAM,9,blue,000081,shirt,2,warm_season,vertical_stripes,minimal,straight,work,2
3987,dc73f21e-253f-4f5f-a223-e3e003a56698,Jare Dress cerise ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND15,WHOLE_SALE,9,nude,C7A2A2,,3,warm_season,sheets,boho,straight,work,1
3988,4f1bbd4d-c533-44ff-93e4-a218dae26022,Signa Jacket captain ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND160,NO_MAINSTREAM,9,blue_dark,00008b,,2,warm_season,smooth,classic,tight,work,3
3990,b88061cf-bf88-41eb-8b76-9840baa8dc88,Dotty Top printed ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND135,WHOLE_SALE,9,black,000000,blouse,2,cold_season,polka_dot,classic,loose,work,2
3991,fab4dd0c-6120-4166-91bd-4e7e65140ded,Mcoup Sweater solid,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND70,NO_MAINSTREAM,9,ecru,ECE9D6,sweaters,3,warm_season,smooth,classic,tight,work,2
3992,b1317790-423e-4ba6-9a74-e487afedc20b,Sclilly Pant zipper ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND66,MAINSTREAM,9,beige,DFC8B2,,2,warm_season,smooth,boho,tight,freetime,1
3993,96148f33-09c4-42dd-b5da-833972d3b476,Vimovement Trench noos ,07bee010-39f3-4200-9250-c1524842e6a6,BRAND55,MAINSTREAM,9,beige,DFC8B2,,2,cold_season,smooth,classic,straight,working_girl,3
3995,370559ab-1b48-4c2e-ba77-7b67172f01b3,Martin Top sew ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND143,OWN_PRODUCTION,9,black,000000,tops,2,warm,floral,street,loose,freetime,2
3996,44378fc8-0246-48ff-9c01-5c05c549c65d,Vmabbyfanna Parka bungee,35405a7d-7018-440b-9d16-76206ac3e224,BRAND102,MAINSTREAM,9,khaki,666633,,2,cold_season,smooth,casual,straight,freetime,3
3997,fe76bf14-c006-4103-9729-82e14e56ff09,Libra Top solid ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND32,OWN_PRODUCTION,9,beige,DFC8B2,tops,2,warm_season,smooth,boho,tight,freetime,2
3998,fe76bf14-c006-4103-9729-82e14e56ff09,Libra Top solid ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND32,OWN_PRODUCTION,9,khaki,666633,tops,2,warm_season,smooth,boho,tight,freetime,2
4000,57071a59-7ea9-407d-a832-2a45575b35fd,Blues Top majo ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND91,WHOLE_SALE,9,green_dark,164A0A,tops,2,warm,smooth,boho,straight,work,2
4001,869ca7be-b2e3-40e5-b29a-87358b62234b,Mix Shirt majo,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND91,WHOLE_SALE,9,black,000000,blouse,3,cold_season,animal_print,street,loose,work,2
4002,9c6a996f-29ef-42dd-be24-055d9d0300fb,Vmdot Tshirt oneck,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND102,MAINSTREAM,9,garnet,800000,sweaters,2,cold_season,bodoque,classic,straight,freetime,2
4004,e0f56c94-7c02-4403-81bb-26534b980700,Viekko Jeans birch ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND55,MAINSTREAM,9,beige,DFC8B2,,2,warm_season,smooth,street,tight,work,1
4005,2845a931-d52a-434e-a47c-2e4067c27c0a,Toxiko Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND165,WHOLE_SALE,9,black,000000,,2,cold_season,smooth,casual,tight,freetime,1
4006,08e64afc-5c3a-4def-ac28-ec2f8843e4c1,Safari Skirt gj ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND121,NO_MAINSTREAM,9,camel,C19A6B,,2,warm_season,smooth,boho,tight,freetime,1
4007,24eef5fd-5f2a-42fe-8aba-f9dbc3cee576,Vmhot Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND102,MAINSTREAM,9,white,FFFFFF,,2,warm_season,smooth,street,straight,freetime,3
4008,faae0104-150a-47bd-b754-6627bfa48bc4,Carwilly Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND39,MAINSTREAM,9,blue_dark,00008b,,3,cold_season,smooth,street,tight,freetime,1
4009,0ee5ee01-7957-4e54-9ade-94b17b70ab20,Vall Jeans denim ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND165,WHOLE_SALE,9,blue,000081,,2,warm_season,smooth,casual,straight,freetime,1
4010,dcedbab1-0eaf-49db-8ce3-195652a05122,Mila Sweater round ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND152,NO_MAINSTREAM,9,salmon,F29985,sweaters,2,cold,smooth,minimal,loose,work,2
4011,2845a931-d52a-434e-a47c-2e4067c27c0a,Toxiko Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND165,WHOLE_SALE,9,khaki,666633,,2,cold_season,smooth,casual,tight,freetime,1
4013,b88061cf-bf88-41eb-8b76-9840baa8dc88,Dotty Top printed ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND135,WHOLE_SALE,9,white,FFFFFF,blouse,2,cold_season,polka_dot,classic,loose,work,2
4014,f9209b16-1c12-42fe-aa1d-bb13532f6eb2,Eastside Shirt cotton ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND110,NO_MAINSTREAM,9,white,FFFFFF,shirt,1,cold_season,smooth,classic,tight,work,2
4015,d49ff255-3dd0-4f7b-95fa-5e0e1cd8760e,Fqlolly Pant solid ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND131,MAINSTREAM,9,khaki,666633,,2,cold_season,smooth,street,tight,work,1
4016,640f4b1c-4b61-4cfb-8ba4-979013b19bc4,Dark Jeans gj ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND121,NO_MAINSTREAM,9,black,000000,,3,cold_season,smooth,night,tight,freetime,1
4017,3355238f-17cb-46e3-8872-0c4df61fa9b8,Coaty Pant marine,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND70,NO_MAINSTREAM,9,blue_dark,00008b,,2,cold_season,smooth,night,tight,freetime,1
4018,640f4b1c-4b61-4cfb-8ba4-979013b19bc4,Dark Jeans gj ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND121,NO_MAINSTREAM,9,khaki,666633,,3,cold_season,smooth,night,tight,freetime,1
4019,50dd833a-9d8e-49fe-8367-8a16d9c8a2a7,Juncal Top nude ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND133,OWN_PRODUCTION,9,ecru,ECE9D6,tops,3,warm,printed,boho,tight,work,2
4020,c70a703e-dc16-4ac4-8c14-fbba5660bcb1,Gumm Pant place ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND84,WHOLE_SALE,9,brown_light,A57E62,,3,warm_season,smooth,street,tight,freetime,1
4021,b2df2c73-c59f-4407-a5ff-56c66101e0b1,Vmvida Top gavo ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND102,MAINSTREAM,9,ecru,ECE9D6,tops,2,warm,smooth,classic,straight,freetime,2
